Date,Open,High,Low,Close,Adj_Close,Volume,sentiment
2019-09-06,10578.198242,10898.761719,10292.299805,10353.302734,10353.302734,19536574783.0,43
2019-09-07,10353.931641,10558.673828,10348.918945,10517.254883,10517.254883,15307366476.0,39
2019-09-08,10518.114258,10595.637695,10409.09082,10441.276367,10441.276367,13670567493.0,43
2019-09-09,10443.228516,10450.311523,10144.929688,10334.974609,10334.974609,17595943368.0,41
2019-09-10,10336.408203,10394.353516,10020.573242,10115.975586,10115.975586,14906809639.0,41
2019-09-11,10123.035156,10215.948242,9980.776367,10178.37207,10178.37207,15428063426.0,38
2019-09-12,10176.819336,10442.253906,10099.242188,10410.126953,10410.126953,15323563925.0,39
2019-09-13,10415.362305,10441.489258,10226.59668,10360.546875,10360.546875,14109864675.0,38
2019-09-14,10345.40332,10422.133789,10291.694336,10358.048828,10358.048828,13468713124.0,39
2019-09-15,10356.46582,10387.035156,10313.092773,10347.712891,10347.712891,12043433567.0,38
2019-09-16,10347.222656,10386.867188,10189.744141,10276.793945,10276.793945,15160167779.0,38
2019-09-17,10281.513672,10296.771484,10199.739258,10241.272461,10241.272461,15304603363.0,41
2019-09-18,10247.795898,10275.928711,10191.469727,10198.248047,10198.248047,16169268880.0,38
2019-09-19,10200.496094,10295.668945,9851.692383,10266.415039,10266.415039,19937691247.0,31
2019-09-20,10266.318359,10285.87207,10132.186523,10181.641602,10181.641602,14734189639.0,41
2019-09-21,10183.648438,10188.097656,10000.708008,10019.716797,10019.716797,13425266806.0,37
2019-09-22,10024.115234,10074.444336,9922.533203,10070.392578,10070.392578,13199651698.0,37
2019-09-23,10067.962891,10074.238281,9727.143555,9729.324219,9729.324219,15144925408.0,41
2019-09-24,9729.321289,9804.317383,8370.801758,8620.566406,8620.566406,25002886689.0,39
2019-09-25,8603.428711,8744.828125,8325.396484,8486.993164,8486.993164,21744728353.0,15
2019-09-26,8487.669922,8515.685547,7895.629395,8118.967773,8118.967773,19258205289.0,12
2019-09-27,8113.101073999997,8271.520508,7965.922852,8251.845703,8251.845703,16408941156.0,24
2019-09-28,8251.273438,8285.617188,8125.431640999999,8245.915039,8245.915039,14141152736.0,32
2019-09-29,8246.037109,8261.707031,7990.49707,8104.185547,8104.185547,13034629109.0,33
2019-09-30,8104.226562999997,8314.231445,7830.758789,8293.868164,8293.868164,17115474183.0,27
2019-10-01,8299.720703,8497.692383,8232.679688,8343.276367,8343.276367,15305343413.0,38
2019-10-02,8344.212891,8393.041992,8227.695313,8393.041992,8393.041992,13125712443.0,39
2019-10-03,8390.774414,8414.227539,8146.437012,8259.992188,8259.992188,13668823409.0,37
2019-10-04,8259.494141,8260.055664,8151.236816,8205.939453,8205.939453,13139456229.0,30
2019-10-05,8210.149414,8215.526367,8071.120605,8151.500488,8151.500488,12200497197.0,31
2019-10-06,8149.876953,8161.410156,7958.850586,7988.155762,7988.155762,13160830305.0,32
2019-10-07,7989.120605,8308.450195,7905.766113,8245.623047,8245.623047,18009742607.0,27
2019-10-08,8246.849609,8332.714844,8185.763184,8228.783203,8228.783203,15592264032.0,39
2019-10-09,8229.84082,8627.706055,8169.298828,8595.740234,8595.740234,19384942333.0,37
2019-10-10,8585.280273,8625.272461,8471.933594,8586.473633,8586.473633,17618660671.0,41
2019-10-11,8585.262695,8721.780273,8316.181641,8321.756836,8321.756836,19604381101.0,39
2019-10-12,8315.665039,8415.242188,8313.34082,8336.555664,8336.555664,14532641605.0,38
2019-10-13,8336.902344,8470.988281,8276.612305,8321.005859,8321.005859,13808286059.0,38
2019-10-14,8320.832031,8390.208984,8284.130859,8374.686523,8374.686523,15151387859.0,37
2019-10-15,8373.458008,8410.714844,8182.706543000001,8205.369141,8205.369141,15220412632.0,39
2019-10-16,8204.674805,8216.8125,7985.089844,8047.526855,8047.526855,16071646996.0,40
2019-10-17,8047.8125,8134.831543000001,8000.9428709999975,8103.911133,8103.911133,14313052244.0,40
2019-10-18,8100.933594,8138.413573999997,7902.164062999997,7973.20752,7973.20752,15651592610.0,40
2019-10-19,7973.803711,8082.629395,7944.776855,7988.560547,7988.560547,13797825640.0,41
2019-10-20,7997.8071290000025,8281.818359,7949.439453,8222.078125,8222.078125,15504249442.0,37
2019-10-21,8225.115234,8296.694336,8196.416016,8243.720703,8243.720703,15868748866.0,37
2019-10-22,8243.402344,8296.651367,8074.462890999999,8078.203125,8078.203125,16803377857.0,39
2019-10-23,8076.228515999999,8092.999512,7469.3227540000025,7514.671875,7514.671875,21942878958.0,33
2019-10-24,7509.728026999999,7532.867676000003,7446.98877,7493.48877,7493.48877,16268708849.0,20
2019-10-25,7490.703125,8691.540039,7479.984375,8660.700195,8660.700195,28705065488.0,24
2019-10-26,8667.577148,10021.744141,8662.62207,9244.972656,9244.972656,44496255609.0,53
2019-10-27,9241.707031,9749.529297,9112.541992,9551.714844,9551.714844,32593129501.0,50
2019-10-28,9565.101563,9805.118164,9256.148438,9256.148438,9256.148438,30948255332.0,52
2019-10-29,9248.44043,9516.180664,9232.648438,9427.6875,9427.6875,28426779937.0,54
2019-10-30,9422.462891,9426.874023,9085.370117,9205.726563,9205.726563,27706531577.0,53
2019-10-31,9202.458008,9383.161133,9028.717773,9199.584961,9199.584961,26583653947.0,50
2019-11-01,9193.992188,9275.657227,9132.047852,9261.104492,9261.104492,24324691031.0,49
2019-11-02,9259.783203,9377.486328,9249.587891,9324.717773,9324.717773,21242676385.0,51
2019-11-03,9324.787109,9379.806641,9141.251953,9235.354492,9235.354492,21132220847.0,56
2019-11-04,9235.607422,9505.051758,9191.485352,9412.612305,9412.612305,26170255634.0,49
2019-11-05,9413.004883,9457.417969,9256.931641,9342.527344,9342.527344,26198609048.0,54
2019-11-06,9340.864258,9423.237305,9305.90918,9360.879883,9360.879883,23133895765.0,53
2019-11-07,9352.393555,9368.476563,9202.353516,9267.561523,9267.561523,22700383839.0,54
2019-11-08,9265.368164,9272.759766,8775.53418,8804.880859,8804.880859,24333037836.0,42
2019-11-09,8809.46875,8891.818359,8793.163086,8813.582031,8813.582031,17578630606.0,38
2019-11-10,8812.489258,9103.826172,8806.162109,9055.526367,9055.526367,20587919881.0,39
2019-11-11,9056.917969,9081.279297,8700.608398,8757.788086,8757.788086,20265510765.0,40
2019-11-12,8759.751953,8853.768555,8685.427734,8815.662109,8815.662109,20309769107.0,39
2019-11-13,8812.033203,8836.841797,8761.651367,8808.262695,8808.262695,17545755405.0,38
2019-11-14,8811.936523,8826.943359,8692.551758,8708.094727,8708.094727,19084739975.0,41
2019-11-15,8705.708008,8730.873047,8484.84375,8491.992188,8491.992188,21796856471.0,38
2019-11-16,8491.166016,8591.99707,8473.973633,8550.760742,8550.760742,16495389808.0,41
2019-11-17,8549.470703,8727.789063,8500.967773,8577.975586,8577.975586,18668638897.0,38
2019-11-18,8573.980469,8653.280273,8273.573242,8309.286133,8309.286133,21579470673.0,38
2019-11-19,8305.134766,8408.516602,8099.9633790000025,8206.145508,8206.145508,21083613816.0,32
2019-11-20,8203.613281,8237.240234,8010.511719,8027.268066,8027.268066,20764300437.0,32
2019-11-21,8023.644531,8110.098145,7597.381836,7642.75,7642.75,22514243371.0,30
2019-11-22,7643.569336,7697.382812999997,6936.706543000001,7296.577637,7296.577637,34242315785.0,20
2019-11-23,7296.164551000003,7442.258789,7151.417969,7397.796875,7397.796875,21008924418.0,23
2019-11-24,7398.633789,7408.577148,7029.289062999997,7047.916992,7047.916992,30433517289.0,21
2019-11-25,7039.977051000003,7319.856934,6617.166992,7146.133789,7146.133789,42685231262.0,17
2019-11-26,7145.15918,7320.230469,7098.572265999999,7218.371094,7218.371094,21129505542.0,21
2019-11-27,7220.880859000001,7619.693359000001,6974.174316,7531.663573999997,7531.663573999997,23991412764.0,20
2019-11-28,7536.820312999997,7730.0727540000025,7454.121581999999,7463.105956999999,7463.105956999999,19050116751.0,32
2019-11-29,7466.727051000003,7781.179687999997,7460.756348000001,7761.243651999999,7761.243651999999,19709695456.0,31
2019-11-30,7764.0571290000025,7836.102051000003,7515.849609000001,7569.629883,7569.629883,17158194786.0,38
2019-12-01,7571.616211,7571.616211,7291.341797,7424.29248,7424.29248,18720708479.0,25
2019-12-02,7424.036133,7474.818848000001,7233.399414,7321.988281,7321.988281,17082040706.0,28
2019-12-03,7323.975586,7418.858887,7229.356934,7320.145508,7320.145508,14797485769.0,28
2019-12-04,7320.125,7539.784668000001,7170.922852,7252.034668000001,7252.034668000001,21664240918.0,24
2019-12-05,7253.241698999997,7743.431640999999,7232.676758,7448.307617,7448.307617,18816085231.0,21
2019-12-06,7450.561523,7546.996581999999,7392.175293000001,7546.996581999999,7546.996581999999,18104466307.0,29
2019-12-07,7547.265625,7589.95166,7525.711426000003,7556.237793000001,7556.237793000001,15453520564.0,32
2019-12-08,7551.338867,7634.606445,7476.091309,7564.345215,7564.345215,15409908086.0,28
2019-12-09,7561.79541,7618.091797,7365.985352,7400.899414,7400.899414,17872021272.0,32
2019-12-10,7397.134276999999,7424.022948999997,7246.043945,7278.1196290000025,7278.1196290000025,18249031195.0,26
2019-12-11,7277.1977540000025,7324.15625,7195.527344,7217.4272459999975,7217.4272459999975,16350490689.0,20
2019-12-12,7216.73877,7266.639648,7164.741211,7243.134276999999,7243.134276999999,18927080224.0,23
2019-12-13,7244.662109000001,7293.560547,7227.122559,7269.68457,7269.68457,17125736940.0,22
2019-12-14,7268.902831999999,7308.836426000003,7097.208984000001,7124.673828,7124.673828,17137029730.0,27
2019-12-15,7124.2397459999975,7181.075684,6924.375977,7152.301758,7152.301758,16881129804.0,21
2019-12-16,7153.663086,7171.168945,6903.682617,6932.480469,6932.480469,20213265950.0,24
2019-12-17,6931.31543,6964.075195,6587.974121,6640.5151369999985,6640.5151369999985,22363804217.0,23
2019-12-18,6647.698242,7324.984863,6540.049316,7276.802734000001,7276.802734000001,31836522778.0,15
2019-12-19,7277.59082,7346.602539,7041.381836,7202.844238,7202.844238,25904604416.0,21
2019-12-20,7208.636719,7257.921875,7086.124023,7218.816406,7218.816406,22633815180.0,23
2019-12-21,7220.59375,7223.226073999997,7112.73584,7191.158691,7191.158691,19312552168.0,23
2019-12-22,7191.188477,7518.033203,7167.179198999997,7511.588867,7511.588867,23134537956.0,20
2019-12-23,7508.902344,7656.17627,7326.192383,7355.628418000001,7355.628418000001,27831788041.0,33
2019-12-24,7354.393066,7535.716797,7269.528809,7322.532227,7322.532227,22991622105.0,25
2019-12-25,7325.755859000001,7357.02002,7220.991211,7275.155762,7275.155762,21559505149.0,22
2019-12-26,7274.799316,7388.302734000001,7200.386719,7238.966797,7238.966797,22787010034.0,39
2019-12-27,7238.141113,7363.529297,7189.934081999999,7290.0883790000025,7290.0883790000025,22777360996.0,38
2019-12-28,7289.03125,7399.041015999999,7286.905273,7317.990234000001,7317.990234000001,21365673026.0,37
2019-12-29,7317.647461,7513.948242,7279.865234000001,7422.652831999999,7422.652831999999,22445257702.0,37
2019-12-30,7420.272948999997,7454.824219,7276.308105,7292.995117,7292.995117,22874131672.0,40
2019-12-31,7294.438965,7335.290039,7169.777831999999,7193.5991209999975,7193.5991209999975,21167946112.0,38
2020-01-01,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997.0,37
2020-01-02,7202.55127,7212.155273,6935.27002,6985.470215,6985.470215,20802083465.0,39
2020-01-03,6984.428711,7413.715331999999,6914.996094,7344.884276999999,7344.884276999999,28111481032.0,38
2020-01-04,7345.375488,7427.385742,7309.51416,7410.656738,7410.656738,18444271275.0,38
2020-01-05,7410.45166,7544.49707,7400.535645,7411.317383,7411.317383,19725074095.0,39
2020-01-06,7410.452148,7781.867187999997,7409.292969,7769.219238,7769.219238,23276261598.0,41
2020-01-07,7768.6821290000025,8178.21582,7768.227539,8163.692383,8163.692383,28767291327.0,40
2020-01-08,8161.935547,8396.738281,7956.774414,8079.862793000001,8079.862793000001,31672559265.0,51
2020-01-09,8082.295898,8082.295898,7842.403809,7879.071289,7879.071289,24045990466.0,44
2020-01-10,7878.307617,8166.554198999997,7726.774901999999,8166.554198999997,8166.554198999997,28714583844.0,41
2020-01-11,8162.190918000001,8218.359375,8029.64209,8037.537598000001,8037.537598000001,25521165085.0,50
2020-01-12,8033.261719,8200.063477,8009.059081999999,8192.494141,8192.494141,22903438381.0,45
2020-01-13,8189.771973000001,8197.788086,8079.700684,8144.194336,8144.194336,22482910688.0,49
2020-01-14,8140.933105,8879.511719,8140.933105,8827.764648,8827.764648,44841784107.0,56
2020-01-15,8825.34375,8890.117188,8657.1875,8807.010742,8807.010742,40102834650.0,54
2020-01-16,8812.481445,8846.460938,8612.095703,8723.786133,8723.786133,31313981931.0,55
2020-01-17,8725.209961,8958.12207,8677.316406,8929.038086,8929.038086,36372139320.0,54
2020-01-18,8927.211914,9012.198242,8827.332031,8942.808594,8942.808594,32337772627.0,51
2020-01-19,8941.445313,9164.362305,8620.080078,8706.245117,8706.245117,34217320471.0,53
2020-01-20,8704.631836,8745.59082,8560.473633,8657.642578,8657.642578,26422375678.0,48
2020-01-21,8658.991211,8755.706055,8544.520508,8745.894531,8745.894531,24097418512.0,49
2020-01-22,8744.210938,8792.994141,8636.74707,8680.875977,8680.875977,22600204051.0,52
2020-01-23,8680.650391,8687.74707,8333.637695,8406.515625,8406.515625,25770680779.0,49
2020-01-24,8405.567383,8514.666992,8266.84082,8445.43457,8445.43457,24397913026.0,40
2020-01-25,8440.119141,8458.453125,8296.21875,8367.847656,8367.847656,19647331549.0,41
2020-01-26,8364.410156,8602.401367,8325.498047,8596.830078,8596.830078,22177678796.0,42
2020-01-27,8597.308594,8977.726563,8597.308594,8909.819336,8909.819336,28647338393.0,50
2020-01-28,8912.524414,9358.589844,8908.447266,9358.589844,9358.589844,34398744403.0,54
2020-01-29,9357.470703,9406.431641,9269.467773,9316.629883,9316.629883,30682598115.0,57
2020-01-30,9316.016602,9553.125977,9230.897461,9508.993164,9508.993164,32378792851.0,57
2020-01-31,9508.313477,9521.706055,9230.776367,9350.529297,9350.529297,29432489719.0,55
2020-02-01,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496.0,57
2020-02-02,9389.820313,9468.797852,9217.824219,9344.365234,9344.365234,30835736946.0,57
2020-02-03,9344.683594,9540.37207,9248.633789,9293.521484,9293.521484,30934096509.0,59
2020-02-04,9292.841797,9331.265625,9112.811523,9180.962891,9180.962891,29893183716.0,56
2020-02-05,9183.416016,9701.299805,9163.704102,9613.423828,9613.423828,35222060874.0,53
2020-02-06,9617.821289,9824.619141,9539.818359,9729.801758,9729.801758,37628823716.0,61
2020-02-07,9726.00293,9834.716797,9726.00293,9795.943359,9795.943359,34522718159.0,56
2020-02-08,9793.070313,9876.749023,9678.910156,9865.119141,9865.119141,35172043762.0,56
2020-02-09,9863.894531,10129.435547,9850.392578,10116.673828,10116.673828,35807884663.0,56
2020-02-10,10115.55957,10165.765625,9784.563477,9856.611328,9856.611328,39386548075.0,57
2020-02-11,9855.891602,10210.052734,9729.334961,10208.236328,10208.236328,37648059389.0,52
2020-02-12,10202.387695,10393.611328,10202.387695,10326.054688,10326.054688,43444303830.0,61
2020-02-13,10323.960938,10457.626953,10116.161133,10214.379883,10214.379883,49356071373.0,65
2020-02-14,10211.550781,10321.996094,10125.53418,10312.116211,10312.116211,43338264162.0,63
2020-02-15,10313.856445,10341.555664,9874.427734,9889.424805,9889.424805,43865054831.0,64
2020-02-16,9889.179688,10053.96875,9722.386719,9934.433594,9934.433594,43374780305.0,59
2020-02-17,9936.560547,9938.81543,9507.637695,9690.142578,9690.142578,45998298413.0,49
2020-02-18,9691.230469,10161.935547,9632.382813,10141.996094,10141.996094,47271023953.0,53
2020-02-19,10143.798828,10191.675781,9611.223633,9633.386719,9633.386719,46992019710.0,50
2020-02-20,9629.325195,9643.216797,9507.900391,9608.475586,9608.475586,44925260237.0,44
2020-02-21,9611.782227,9723.014648,9589.743164,9686.441406,9686.441406,40930547513.0,44
2020-02-22,9687.707031,9698.231445,9600.728516,9663.181641,9663.181641,35838025154.0,43
2020-02-23,9663.318359,9937.404297,9657.791016,9924.515625,9924.515625,41185185761.0,46
2020-02-24,9921.583008,9951.746094,9537.042969,9650.174805,9650.174805,45080496648.0,46
2020-02-25,9651.3125,9652.737305,9305.021484,9341.705078,9341.705078,42515259129.0,44
2020-02-26,9338.290039,9354.77832,8704.426758,8820.522461,8820.522461,50420050762.0,41
2020-02-27,8825.09375,8932.892578,8577.199219,8784.494141,8784.494141,45470195695.0,39
2020-02-28,8788.728516,8890.456055,8492.932617,8672.455078,8672.455078,44605450443.0,40
2020-02-29,8671.212891,8775.631836,8599.508789,8599.508789,8599.508789,35792392544.0,38
2020-03-01,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300.0,39
2020-03-02,8563.264648,8921.308594,8532.630859,8869.669922,8869.669922,42857674409.0,38
2020-03-03,8865.387695,8901.598633,8704.990234,8787.786133,8787.786133,42386715821.0,38
2020-03-04,8788.541992,8843.366211,8712.431641,8755.246094,8755.246094,34746706368.0,40
2020-03-05,8760.285156,9142.054688,8757.253906,9078.762695,9078.762695,39698054597.0,41
2020-03-06,9078.308594,9167.695313,9032.079102,9122.545898,9122.545898,40826885651.0,39
2020-03-07,9121.600586,9163.220703,8890.744141,8909.954102,8909.954102,36216930370.0,38
2020-03-08,8908.206055,8914.34375,8105.25293,8108.116211,8108.116211,39973102121.0,33
2020-03-09,8111.146484000001,8177.793456999999,7690.098145,7923.644531,7923.644531,46936995808.0,17
2020-03-10,7922.146973000001,8136.945312999997,7814.763184,7909.729492,7909.729492,42213940994.0,16
2020-03-11,7910.089844,7950.814453,7642.8125,7911.430176000003,7911.430176000003,38682762605.0,17
2020-03-12,7913.616211,7929.116211,4860.354004,4970.788086,4970.788086,53980357243.0,14
2020-03-13,5017.831055,5838.114746,4106.980957,5563.707031,5563.707031,74156772075.0,10
2020-03-14,5573.0776369999985,5625.226563,5125.069336,5200.366211,5200.366211,36154506008.0,8
2020-03-15,5201.066895,5836.64502,5169.283203,5392.314941,5392.314941,33997889639.0,12
2020-03-16,5385.229492,5385.229492,4575.35791,5014.47998,5014.47998,45368026430.0,9
2020-03-17,5002.578125,5371.348633,4981.90918,5225.629395,5225.629395,38622642935.0,8
2020-03-18,5227.11377,5331.833984000001,5069.335938,5238.4384770000015,5238.4384770000015,37878801016.0,11
2020-03-19,5245.416504,6329.73584,5236.96875,6191.192871,6191.192871,51000731797.0,12
2020-03-20,6191.653809,6844.261719,5865.781738000002,6198.77832,6198.77832,54442976103.0,9
2020-03-21,6206.521484000001,6378.135254,5932.823242,6185.066406,6185.066406,42494390880.0,9
2020-03-22,6185.558105,6359.697265999999,5823.713867,5830.254883,5830.254883,40099664740.0,11
2020-03-23,5831.3745119999985,6443.93457,5785.004395,6416.314941,6416.314941,46491916000.0,10
2020-03-24,6436.642578,6789.022948999997,6411.066406,6734.803711,6734.803711,48221910672.0,12
2020-03-25,6738.716797,6892.51123,6536.92627,6681.062988000002,6681.062988000002,44590107888.0,13
2020-03-26,6675.1708979999985,6735.463867,6590.962890999999,6716.44043,6716.44043,35319797642.0,14
2020-03-27,6719.38916,6793.836426000003,6466.70166,6469.79834,6469.79834,34585598367.0,12
2020-03-28,6467.253906,6467.500977000002,6117.837890999999,6242.193848,6242.193848,34885225901.0,8
2020-03-29,6245.6245119999985,6250.467285,5920.085938,5922.042969,5922.042969,28373690931.0,12
2020-03-30,5925.538574,6517.195801,5903.234375,6429.841797,6429.841797,37101651525.0,10
2020-03-31,6430.606445,6504.5151369999985,6374.162109000001,6438.644531,6438.644531,32786468812.0,12
2020-04-01,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266.0,12
2020-04-02,6606.776367,7088.247559,6595.918457,6793.624512,6793.624512,47660646124.0,14
2020-04-03,6797.396484000001,7003.220703,6673.335938,6733.387206999999,6733.387206999999,38976504903.0,14
2020-04-04,6738.382812999997,6878.953613,6696.484863000002,6867.527344,6867.527344,33185988584.0,12
2020-04-05,6862.537598000001,6883.414062999997,6715.929198999997,6791.129395,6791.129395,29510409856.0,12
2020-04-06,6788.049805,7271.78125,6782.889648,7271.78125,7271.78125,46896904615.0,12
2020-04-07,7273.644043000001,7427.939453,7136.714355,7176.414551000003,7176.414551000003,44243482668.0,20
2020-04-08,7179.283203,7356.223633,7153.305664,7334.098633,7334.098633,37563249549.0,21
2020-04-09,7337.966309,7341.448242,7179.094238,7302.089355,7302.089355,34815139178.0,22
2020-04-10,7303.81543,7303.81543,6802.475098000001,6865.493164,6865.493164,43622840992.0,15
2020-04-11,6867.44043,6926.069823999997,6789.920898,6859.083008,6859.083008,31222085946.0,15
2020-04-12,6858.0678709999975,7119.947265999999,6811.078125,6971.091797,6971.091797,35759567632.0,10
2020-04-13,6965.616698999997,6965.616698999997,6668.259765999999,6845.037598000001,6845.037598000001,38619308647.0,11
2020-04-14,6843.281738,6958.5571290000025,6793.821289,6842.427734000001,6842.427734000001,34110434052.0,15
2020-04-15,6845.561523,6928.664551000003,6633.402832,6642.109863000002,6642.109863000002,32288311031.0,18
2020-04-16,6640.454102000002,7134.450684,6555.504395,7116.804198999997,7116.804198999997,46783242377.0,13
2020-04-17,7092.2915040000025,7269.956543000001,7089.24707,7257.665039,7257.665039,32447188386.0,15
2020-04-18,7092.2915040000025,7269.956543000001,7089.24707,7257.665039,7257.665039,32447188386.0,18
2020-04-19,7260.922363,7280.521973000001,7167.054687999997,7189.424805,7189.424805,31311210215.0,16
2020-04-20,7186.873535,7240.290526999999,6835.50293,6881.9584959999975,6881.9584959999975,37747113936.0,15
2020-04-21,6879.78418,6934.551758,6834.442383,6880.323242,6880.323242,32589741511.0,17
2020-04-22,6879.44043,7145.865723000001,6867.781738,7117.20752,7117.20752,33249153866.0,19
2020-04-23,7121.306151999999,7491.785156,7081.594727,7429.724609000001,7429.724609000001,43500782316.0,19
2020-04-24,7434.181640999999,7574.195801000003,7434.181640999999,7550.9008790000025,7550.9008790000025,34636526286.0,20
2020-04-25,7550.48291,7641.36377,7521.672363,7569.936035,7569.936035,32941541447.0,24
2020-04-26,7570.13916,7700.594238,7561.407715,7679.867187999997,7679.867187999997,33070154491.0,21
2020-04-27,7679.418945,7795.601073999997,7679.418945,7795.601073999997,7795.601073999997,36162144725.0,28
2020-04-28,7796.970215,7814.527344,7730.806640999999,7807.058594,7807.058594,33187959921.0,26
2020-04-29,7806.712401999999,8871.753906,7786.049316,8801.038086,8801.038086,60201052203.0,26
2020-04-30,8797.669922,9440.650391,8533.255859,8658.553711,8658.553711,66964629541.0,44
2020-05-01,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997.0,40
2020-05-02,8869.057617,9007.1875,8811.366211,8988.59668,8988.59668,40134388683.0,40
2020-05-03,8983.614258,9167.78125,8830.97168,8897.46875,8897.46875,47101785174.0,45
2020-05-04,8895.745117,8956.90625,8645.024414,8912.654297,8912.654297,45718796276.0,44
2020-05-05,8912.832031,9062.415039,8856.827148,9003.070313,9003.070313,43148462663.0,40
2020-05-06,9007.441406,9411.467773,8966.706055,9268.761719,9268.761719,49371886931.0,42
2020-05-07,9261.895508,9992.664063,9138.322266,9951.518555,9951.518555,61112700562.0,49
2020-05-08,9936.162109,9996.743164,9767.172852,9842.666016,9842.666016,51780748042.0,55
2020-05-09,9840.90625,9913.863281,9580.644531,9593.896484,9593.896484,46566121841.0,56
2020-05-10,9591.168945,9595.581055,8395.107422,8756.430664,8756.430664,63325279337.0,48
2020-05-11,8755.535156,9033.470703,8374.323242,8601.795898,8601.795898,57119858802.0,40
2020-05-12,8610.385742,8949.898438,8569.643555,8804.477539,8804.477539,42142717533.0,39
2020-05-13,8805.387695,9317.878906,8805.387695,9269.987305,9269.987305,45558144023.0,41
2020-05-14,9271.329102,9793.268555,9255.035156,9733.72168,9733.72168,56426907637.0,40
2020-05-15,9734.291016,9755.828125,9261.398438,9328.197266,9328.197266,48158802327.0,44
2020-05-16,9333.240234,9564.205078,9260.694336,9377.013672,9377.013672,36164766408.0,41
2020-05-17,9374.929688,9823.001953,9349.545898,9670.739258,9670.739258,40084250663.0,40
2020-05-18,9675.695313,9906.030273,9570.359375,9726.575195,9726.575195,41827139896.0,50
2020-05-19,9727.063477,9836.047852,9539.624023,9729.038086,9729.038086,39254288955.0,50
2020-05-20,9725.329102,9804.793945,9447.201172,9522.981445,9522.981445,36546239703.0,52
2020-05-21,9522.740234,9555.242188,8869.930664,9081.761719,9081.761719,39326160532.0,49
2020-05-22,9080.334961,9232.936523,9008.638672,9182.577148,9182.577148,29810773699.0,42
2020-05-23,9185.0625,9302.501953,9118.108398,9209.287109,9209.287109,27727866812.0,40
2020-05-24,9212.283203,9288.404297,8787.250977,8790.368164,8790.368164,32518803300.0,43
2020-05-25,8786.107422,8951.005859,8719.667969,8906.93457,8906.93457,31288157264.0,41
2020-05-26,8909.585938,8991.967773,8757.293945,8835.052734,8835.052734,29584186947.0,39
2020-05-27,8837.380859,9203.320313,8834.157227,9181.017578,9181.017578,32740536902.0,39
2020-05-28,9184.945313,9546.319336,9148.457031,9525.750977,9525.750977,34367073114.0,41
2020-05-29,9528.355469,9573.666992,9379.338867,9439.124023,9439.124023,32896642044.0,48
2020-05-30,9438.914063,9704.030273,9366.729492,9700.414063,9700.414063,32722975141.0,48
2020-05-31,9700.105469,9700.34375,9432.296875,9461.058594,9461.058594,27773290299.0,51
2020-06-01,9463.605469,10199.56543,9450.899414,10167.268555,10167.268555,35198901068.0,50
2020-06-02,10162.973633,10182.34082,9460.571289,9529.803711,9529.803711,39137252109.0,56
2020-06-03,9533.760742,9682.859375,9471.84668,9656.717773,9656.717773,25007459262.0,48
2020-06-04,9655.854492,9887.610352,9525.24707,9800.636719,9800.636719,25921805072.0,54
2020-06-05,9800.21582,9869.237305,9663.216797,9665.533203,9665.533203,23509628646.0,53
2020-06-06,9664.904297,9773.431641,9591.024414,9653.679688,9653.679688,20438419222.0,54
2020-06-07,9653.00293,9768.498047,9458.150391,9758.852539,9758.852539,25015250846.0,54
2020-06-08,9760.063477,9782.306641,9675.885742,9771.489258,9771.489258,21486346312.0,53
2020-06-09,9774.360352,9836.369141,9664.719727,9795.700195,9795.700195,23717842783.0,52
2020-06-10,9794.119141,9908.896484,9728.291016,9870.094727,9870.094727,25706567601.0,54
2020-06-11,9870.078125,9938.297852,9263.069336,9321.78125,9321.78125,30247143440.0,52
2020-06-12,9320.69043,9540.46582,9285.851563,9480.84375,9480.84375,22610564515.0,38
2020-06-13,9480.735352,9493.211914,9396.009766,9475.277344,9475.277344,17564322315.0,38
2020-06-14,9477.553711,9482.270508,9347.59375,9386.788086,9386.788086,18991732746.0,40
2020-06-15,9386.035156,9504.860352,8990.175781,9450.702148,9450.702148,26699704768.0,37
2020-06-16,9454.266602,9579.430664,9400.445313,9538.024414,9538.024414,21565537209.0,39
2020-06-17,9533.78418,9540.422852,9327.339844,9480.254883,9480.254883,20177709879.0,38
2020-06-18,9481.567383,9482.782227,9328.395508,9411.84082,9411.84082,17770083003.0,40
2020-06-19,9410.293945,9440.875977,9274.295898,9288.018555,9288.018555,19632223107.0,39
2020-06-20,9290.959961,9394.97168,9247.379883,9332.34082,9332.34082,17130541557.0,38
2020-06-21,9330.926758,9401.107422,9300.430664,9303.629883,9303.629883,15324301169.0,37
2020-06-22,9300.915039,9655.073242,9296.87207,9648.717773,9648.717773,21104009514.0,38
2020-06-23,9644.076172,9670.541016,9547.24707,9629.658203,9629.658203,17006433272.0,41
2020-06-24,9632.149414,9680.367188,9278.233398,9313.610352,9313.610352,18961716076.0,50
2020-06-25,9314.126953,9340.161133,9095.324219,9264.813477,9264.813477,18616048626.0,43
2020-06-26,9260.995117,9310.516602,9101.738281,9162.917969,9162.917969,18341465837.0,40
